subsidiary;customer_id;year;risk;Status of existing checking account;Duration in month;Credit history;Purpose;Credit amount;Savings account/bonds;Present employment since;Installment rate in percentage of disposable income;Personal status and sex;Other debtors / guarantors;RGPD KO;Present residence since;Property;Age in years;Evaluation;Other installment plans;Housing;Number of existing credits at this bank;Job;Number of people being liable to provide maintenance for;Téléphone;foreign worker
german;112;2010;0;>= 200 DM ;15;existing credits paid back duly till now;education;392;<100 DM;<1 years;4;female:divorced/separated/married;none;1;4;savings agreement/life insurance;23;26,2;none;rent;1;skilled employee / official;1;yes;yes
german;393;2011;0;<0 DM;36;existing credits paid back duly till now;car (new);3249;<100 DM;4<= <7 years;2;male:single;none;3;4;unknown / no property;39;58,7;bank;for free;1;management/ highly qualified employee;2;yes;yes
german;458;2012;1;<0 DM;12;existing credits paid back duly till now;car (used);3386;<100 DM;>=7 years;3;male:single;none;2;4;unknown / no property;35;97,6;none;for free;1;skilled employee / official;1;yes;yes
german;965;2014;0;0 <= <200 DM;6;existing credits paid back duly till now;repairs;454;<100 DM;<1 years;3;male:married/widowed;none;;1;savings agreement/life insurance;22;51;none;own;1;unskilled - resident;1;none;yes
german;462;2012;0;<0 DM;15;existing credits paid back duly till now;car (new);1721;<100 DM;<1 years;2;male:single;none;3;3;real estate;36;61,5;none;own;1;skilled employee / official;1;none;yes
german;173;2010;1;0 <= <200 DM;24;delay in paying off;furniture/equipment;2064;<100 DM;unemployed;3;female:divorced/separated/married;none;2;2;savings agreement/life insurance;34;23;none;own;1;management/ highly qualified employee;1;yes;yes
german;577;2012;0;0 <= <200 DM;12;existing credits paid back duly till now;radio/télévision;2930;<100 DM;4<= <7 years;2;female:divorced/separated/married;none;1;1;real estate;27;33,1;none;own;1;skilled employee / official;1;none;yes
german;322;2011;1;<0 DM;24;existing credits paid back duly till now;radio/télévision;1938;<100 DM;<1 years;4;male:divorced/separated;none;1;3;savings agreement/life insurance;32;36,7;none;own;1;skilled employee / official;1;none;yes
german;419;2012;0;no checking account;21;existing credits paid back duly till now;car (new);2782;500 <= < 1000 DM;4<= <7 years;1;female:divorced/separated/married;none;2;2;car or other;31;45,9;bank;own;1;management/ highly qualified employee;1;none;yes
german;864;2014;0;no checking account;27;critical account;furniture/equipment;4526;>= 1000 DM;<1 years;4;male:single;none;;2;real estate;32;27,7;store;own;2;unskilled - resident;2;yes;yes
german;987;2014;0;>= 200 DM ;42;no credits taken;business;6289;<100 DM;<1 years;2;male:divorced/separated;none;;1;savings agreement/life insurance;33;28,7;none;own;2;skilled employee / official;1;none;yes
german;690;2013;0;<0 DM;12;existing credits paid back duly till now;car (new);3651;>= 1000 DM;1<= < 4 years;1;male:single;none;;3;savings agreement/life insurance;31;64,6;none;own;1;skilled employee / official;2;none;yes
german;707;2013;1;0 <= <200 DM;48;existing credits paid back duly till now;car (new);6560;100 <= <500 DM;4<= <7 years;3;male:single;none;;2;savings agreement/life insurance;24;89,2;none;own;1;skilled employee / official;1;none;yes
german;711;2013;0;no checking account;18;critical account;radio/télévision;629;500 <= < 1000 DM;>=7 years;4;male:single;none;;3;savings agreement/life insurance;32;67,2;bank;own;2;management/ highly qualified employee;1;yes;yes
german;341;2011;0;0 <= <200 DM;24;critical account;education;5743;<100 DM;<1 years;2;female:divorced/separated/married;none;2;4;unknown / no property;24;95,9;none;for free;2;skilled employee / official;1;yes;yes
german;149;2010;0;<0 DM;36;critical account;furniture/equipment;5371;<100 DM;1<= < 4 years;3;male:single;guarantor;2;2;savings agreement/life insurance;28;6,1;none;own;2;skilled employee / official;1;none;yes
german;873;2014;0;<0 DM;24;critical account;business;1382;100 <= <500 DM;4<= <7 years;4;male:single;none;;1;real estate;26;26,7;none;own;2;skilled employee / official;1;yes;yes
german;629;2013;0;no checking account;42;critical account;furniture/equipment;4042;500 <= < 1000 DM;1<= < 4 years;4;male:single;none;;4;real estate;36;85;none;own;2;skilled employee / official;1;yes;yes
german;813;2014;1;<0 DM;36;critical account;car (used);9629;<100 DM;4<= <7 years;4;male:single;none;;4;car or other;24;74,3;none;own;2;skilled employee / official;1;yes;yes
german;28;2010;0;>= 200 DM ;12;all credits at this bank paid back duly;radio/télévision;409;>= 1000 DM;1<= < 4 years;3;female:divorced/separated/married;none;1;3;real estate;42;72,4;none;rent;2;skilled employee / official;1;none;yes
german;893;2014;0;<0 DM;12;critical account;car (new);2171;<100 DM;1<= < 4 years;4;male:single;none;;4;savings agreement/life insurance;38;64,7;bank;own;2;unskilled - resident;1;none;no
german;564;2012;1;0 <= <200 DM;36;existing credits paid back duly till now;car (new);12389;no savings account;1<= < 4 years;1;male:single;none;3;4;unknown / no property;37;72;none;for free;1;skilled employee / official;1;yes;yes
german;198;2010;1;0 <= <200 DM;12;existing credits paid back duly till now;furniture/equipment;951;100 <= <500 DM;<1 years;4;female:divorced/separated/married;none;3;4;car or other;27;23,8;bank;rent;4;skilled employee / official;1;none;yes
german;326;2011;0;<0 DM;8;critical account;car (new);3398;<100 DM;4<= <7 years;1;male:single;none;2;4;real estate;39;48,1;none;own;2;unskilled - resident;1;none;no
german;840;2014;0;no checking account;24;critical account;radio/télévision;2611;<100 DM;>=7 years;4;male:married/widowed;co-applicant;;3;real estate;46;26,7;none;own;2;skilled employee / official;1;none;yes
german;573;2012;0;no checking account;24;existing credits paid back duly till now;car (used);5433;no savings account;unemployed;2;female:divorced/separated/married;none;3;4;savings agreement/life insurance;26;9,5;none;rent;1;management/ highly qualified employee;1;yes;yes
german;441;2012;0;no checking account;12;existing credits paid back duly till now;car (new);1884;<100 DM;>=7 years;4;male:single;none;3;4;car or other;39;58,9;none;own;1;management/ highly qualified employee;1;yes;yes
german;139;2010;0;0 <= <200 DM;15;critical account;radio/télévision;2728;no savings account;4<= <7 years;4;male:single;guarantor;1;2;real estate;35;63,1;bank;own;3;skilled employee / official;1;yes;yes
german;209;2011;0;<0 DM;24;existing credits paid back duly till now;business;6568;<100 DM;1<= < 4 years;2;male:married/widowed;none;2;2;car or other;21;85,4;store;own;1;unskilled - resident;1;none;yes
german;396;2011;0;0 <= <200 DM;39;delay in paying off;education;11760;100 <= <500 DM;4<= <7 years;2;male:single;none;3;3;unknown / no property;32;70,3;none;rent;1;skilled employee / official;1;yes;yes
german;851;2014;1;<0 DM;20;critical account;car (new);2235;<100 DM;1<= < 4 years;4;male:married/widowed;guarantor;;2;savings agreement/life insurance;33;35,4;bank;rent;2;skilled employee / official;1;none;no
german;444;2012;1;no checking account;12;existing credits paid back duly till now;education;719;<100 DM;>=7 years;4;male:single;none;3;4;car or other;41;52,4;bank;own;1;unskilled - resident;2;none;yes
german;659;2013;0;0 <= <200 DM;30;no credits taken;business;4221;<100 DM;1<= < 4 years;2;female:divorced/separated/married;none;;1;car or other;28;18,4;none;own;2;skilled employee / official;1;none;yes
german;790;2013;1;<0 DM;40;critical account;education;5998;<100 DM;1<= < 4 years;4;male:single;none;;3;unknown / no property;27;8,5;bank;own;1;skilled employee / official;1;yes;yes
german;579;2012;1;0 <= <200 DM;36;critical account;car (new);2820;<100 DM;<1 years;4;male:divorced/separated;none;3;4;car or other;27;84,8;none;own;2;skilled employee / official;1;none;yes
german;16;2010;1;<0 DM;24;existing credits paid back duly till now;radio/télévision;1282;100 <= <500 DM;1<= < 4 years;4;female:divorced/separated/married;none;1;2;car or other;32;71,9;none;own;1;unskilled - resident;1;none;yes
german;504;2012;1;0 <= <200 DM;24;critical account;radio/télévision;1216;100 <= <500 DM;<1 years;4;male:single;none;3;4;unknown / no property;38;24,7;bank;own;2;skilled employee / official;2;none;yes
german;94;2010;0;>= 200 DM ;24;critical account;furniture/equipment;3617;no savings account;>=7 years;4;male:single;co-applicant;1;4;unknown / no property;20;74,9;none;rent;2;skilled employee / official;1;none;yes
german;538;2012;0;0 <= <200 DM;18;critical account;furniture/equipment;3612;<100 DM;>=7 years;3;female:divorced/separated/married;none;1;4;savings agreement/life insurance;37;41,5;none;own;1;skilled employee / official;1;yes;yes
german;578;2012;0;no checking account;24;critical account;education;1927;no savings account;1<= < 4 years;3;female:divorced/separated/married;none;2;2;car or other;33;28,1;none;own;2;skilled employee / official;1;yes;yes
german;518;2012;1;no checking account;36;critical account;furniture/equipment;7127;<100 DM;<1 years;2;female:divorced/separated/married;none;2;4;savings agreement/life insurance;23;11,9;none;rent;2;skilled employee / official;1;yes;yes
german;195;2010;1;0 <= <200 DM;45;existing credits paid back duly till now;radio/télévision;3031;100 <= <500 DM;1<= < 4 years;4;male:single;guarantor;3;4;savings agreement/life insurance;21;32,2;none;rent;1;skilled employee / official;1;none;yes
german;854;2014;1;<0 DM;18;all credits at this bank paid back duly;car (new);1442;<100 DM;4<= <7 years;4;male:single;none;;4;unknown / no property;32;20,7;none;for free;2;unskilled - resident;2;none;yes
german;617;2013;0;0 <= <200 DM;60;delay in paying off;radio/télévision;9157;no savings account;1<= < 4 years;2;male:single;none;;2;unknown / no property;27;78,2;none;for free;1;management/ highly qualified employee;1;none;yes
german;20;2010;0;no checking account;24;existing credits paid back duly till now;radio/télévision;3430;500 <= < 1000 DM;>=7 years;3;male:single;none;2;2;car or other;31;77,8;none;own;1;skilled employee / official;2;yes;yes
german;45;2010;1;<0 DM;48;critical account;car (used);6143;<100 DM;>=7 years;4;female:divorced/separated/married;none;3;4;unknown / no property;58;98,6;store;for free;2;unskilled - resident;1;none;yes
german;570;2012;1;<0 DM;48;existing credits paid back duly till now;radio/télévision;6758;<100 DM;1<= < 4 years;3;female:divorced/separated/married;none;3;2;car or other;31;75,2;none;own;1;skilled employee / official;1;yes;yes
german;424;2012;0;no checking account;21;delay in paying off;furniture/equipment;1591;100 <= <500 DM;4<= <7 years;4;male:single;none;1;3;real estate;34;41;none;own;2;management/ highly qualified employee;1;none;yes
german;376;2011;1;<0 DM;48;all credits at this bank paid back duly;business;7685;<100 DM;4<= <7 years;2;female:divorced/separated/married;guarantor;1;4;car or other;37;25,8;none;rent;1;skilled employee / official;1;none;yes
german;84;2010;0;<0 DM;24;existing credits paid back duly till now;others;1755;<100 DM;>=7 years;4;female:divorced/separated/married;guarantor;3;4;real estate;58;25;none;own;1;unskilled - resident;1;yes;yes
german;913;2014;0;0 <= <200 DM;30;existing credits paid back duly till now;radio/télévision;2991;no savings account;>=7 years;2;female:divorced/separated/married;none;;4;car or other;25;16,2;none;own;1;skilled employee / official;1;none;yes
german;90;2010;1;<0 DM;12;no credits taken;repairs;1108;<100 DM;4<= <7 years;4;male:single;none;3;3;real estate;28;26,5;none;own;2;skilled employee / official;1;none;yes
german;119;2010;1;<0 DM;33;critical account;furniture/equipment;4281;500 <= < 1000 DM;1<= < 4 years;1;female:divorced/separated/married;none;2;4;car or other;23;71,8;none;own;2;skilled employee / official;1;none;yes
german;604;2013;1;no checking account;36;existing credits paid back duly till now;furniture/equipment;3349;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;2;car or other;28;18,6;none;own;1;management/ highly qualified employee;1;yes;yes
german;947;2014;1;<0 DM;24;all credits at this bank paid back duly;furniture/equipment;3349;500 <= < 1000 DM;<1 years;4;male:single;none;;4;unknown / no property;30;93,9;none;for free;1;skilled employee / official;2;yes;yes
german;366;2011;0;no checking account;12;existing credits paid back duly till now;business;1542;<100 DM;4<= <7 years;2;male:single;none;3;4;car or other;36;88,8;none;own;1;skilled employee / official;1;yes;yes
german;724;2013;0;0 <= <200 DM;9;existing credits paid back duly till now;radio/télévision;790;500 <= < 1000 DM;1<= < 4 years;4;female:divorced/separated/married;none;;3;real estate;66;36;none;own;1;unskilled - resident;1;none;yes
german;99;2010;0;0 <= <200 DM;36;critical account;radio/télévision;2337;<100 DM;>=7 years;4;male:single;none;3;4;real estate;36;60,8;none;own;1;skilled employee / official;1;none;yes
german;964;2014;1;no checking account;24;existing credits paid back duly till now;radio/télévision;2397;500 <= < 1000 DM;>=7 years;3;male:single;none;;2;car or other;35;90,4;bank;own;2;skilled employee / official;1;yes;yes
german;698;2013;0;no checking account;12;critical account;car (new);926;<100 DM;unemployed;1;female:divorced/separated/married;none;;2;savings agreement/life insurance;38;99,8;none;own;1;unemployed/ unskilled  - non-resident;1;none;yes
german;27;2010;0;no checking account;6;no credits taken;radio/télévision;426;<100 DM;>=7 years;4;male:married/widowed;none;3;4;car or other;39;20,4;none;own;1;unskilled - resident;1;none;yes
german;101;2010;0;no checking account;24;existing credits paid back duly till now;car (new);1469;100 <= <500 DM;>=7 years;4;male:married/widowed;none;2;4;real estate;41;32,6;none;rent;1;unskilled - resident;1;none;yes
german;211;2011;0;no checking account;9;critical account;radio/télévision;3074;no savings account;1<= < 4 years;1;male:single;none;1;2;real estate;33;90,6;none;own;2;skilled employee / official;2;none;yes
german;152;2010;0;no checking account;10;existing credits paid back duly till now;radio/télévision;1924;<100 DM;1<= < 4 years;1;male:single;none;2;4;savings agreement/life insurance;38;59,4;none;own;1;skilled employee / official;1;yes;no
german;721;2013;1;>= 200 DM ;9;no credits taken;radio/télévision;1337;<100 DM;<1 years;4;male:single;none;;2;car or other;34;32,9;none;own;2;management/ highly qualified employee;1;yes;yes
german;528;2012;0;no checking account;4;critical account;radio/télévision;1503;<100 DM;4<= <7 years;2;male:single;none;3;1;real estate;42;64,2;none;own;2;unskilled - resident;2;none;yes
german;107;2010;1;no checking account;18;all credits at this bank paid back duly;car (new);6458;<100 DM;>=7 years;2;male:single;none;2;4;unknown / no property;39;65;bank;own;2;management/ highly qualified employee;2;yes;yes
german;778;2013;0;<0 DM;18;existing credits paid back duly till now;radio/télévision;3509;<100 DM;4<= <7 years;4;female:divorced/separated/married;guarantor;;1;real estate;25;31,6;none;own;1;skilled employee / official;1;none;yes
german;25;2010;0;no checking account;10;critical account;furniture/equipment;2069;no savings account;1<= < 4 years;2;male:married/widowed;none;1;1;car or other;26;47,9;none;own;2;skilled employee / official;1;none;no
german;368;2011;0;<0 DM;18;existing credits paid back duly till now;furniture/equipment;3650;<100 DM;<1 years;1;female:divorced/separated/married;none;2;4;car or other;22;69,5;none;rent;1;skilled employee / official;1;none;yes
german;839;2014;0;<0 DM;24;critical account;car (used);2957;<100 DM;>=7 years;4;male:single;none;;4;savings agreement/life insurance;63;97,9;none;own;2;skilled employee / official;1;yes;yes
german;625;2013;1;<0 DM;18;existing credits paid back duly till now;radio/télévision;2600;<100 DM;1<= < 4 years;4;male:single;none;;4;unknown / no property;65;45,1;none;for free;2;skilled employee / official;1;none;yes
german;332;2011;1;no checking account;18;critical account;education;1864;100 <= <500 DM;1<= < 4 years;4;female:divorced/separated/married;none;2;2;real estate;30;7,5;none;own;2;skilled employee / official;1;none;yes
german;567;2012;1;<0 DM;12;existing credits paid back duly till now;car (new);1372;<100 DM;4<= <7 years;2;male:divorced/separated;none;3;3;car or other;36;48,2;none;own;1;skilled employee / official;1;none;yes
german;293;2011;0;<0 DM;24;critical account;car (used);6419;<100 DM;>=7 years;2;female:divorced/separated/married;none;2;4;unknown / no property;44;62,7;none;for free;2;management/ highly qualified employee;2;yes;yes
german;882;2014;0;no checking account;24;existing credits paid back duly till now;car (used);9277;no savings account;1<= < 4 years;2;male:divorced/separated;none;;4;unknown / no property;48;6;none;for free;1;skilled employee / official;1;yes;yes
german;103;2010;0;no checking account;6;delay in paying off;radio/télévision;932;<100 DM;1<= < 4 years;3;female:divorced/separated/married;none;1;2;real estate;24;17,1;none;own;1;skilled employee / official;1;none;yes
german;221;2011;0;0 <= <200 DM;12;existing credits paid back duly till now;radio/télévision;625;<100 DM;<1 years;4;male:married/widowed;guarantor;2;1;real estate;26;24,5;bank;own;1;unskilled - resident;1;none;yes
german;543;2012;1;<0 DM;30;existing credits paid back duly till now;furniture/equipment;6350;no savings account;>=7 years;4;male:single;none;3;4;savings agreement/life insurance;31;51,9;none;own;1;skilled employee / official;1;none;yes
german;206;2011;0;<0 DM;30;critical account;car (used);10623;<100 DM;>=7 years;3;male:single;none;2;4;unknown / no property;38;12,2;none;for free;3;management/ highly qualified employee;2;yes;yes
german;320;2011;0;<0 DM;15;delay in paying off;furniture/equipment;3643;<100 DM;>=7 years;1;female:divorced/separated/married;none;2;4;savings agreement/life insurance;27;46,3;none;own;2;unskilled - resident;1;none;yes
german;133;2010;0;no checking account;15;existing credits paid back duly till now;furniture/equipment;2708;<100 DM;<1 years;2;male:single;none;1;3;savings agreement/life insurance;27;75,6;bank;own;2;unskilled - resident;1;none;yes
german;427;2012;0;no checking account;28;critical account;radio/télévision;2743;<100 DM;>=7 years;4;male:single;none;1;2;car or other;29;78;none;own;2;skilled employee / official;1;none;yes
german;406;2012;1;0 <= <200 DM;24;existing credits paid back duly till now;radio/télévision;2039;<100 DM;<1 years;1;male:married/widowed;none;1;1;savings agreement/life insurance;22;94,8;none;own;1;skilled employee / official;1;yes;yes
german;224;2011;0;no checking account;24;delay in paying off;business;2978;no savings account;1<= < 4 years;4;male:single;none;2;4;real estate;32;24,8;none;own;2;skilled employee / official;2;yes;yes
german;192;2010;1;0 <= <200 DM;48;no credits taken;business;3844;100 <= <500 DM;4<= <7 years;4;male:single;none;3;4;unknown / no property;34;84,2;none;for free;1;unskilled - resident;2;none;yes
german;587;2012;0;<0 DM;9;critical account;car (new);2799;<100 DM;1<= < 4 years;2;male:single;none;2;2;real estate;36;63,8;none;rent;2;skilled employee / official;2;none;yes
german;546;2012;1;<0 DM;24;delay in paying off;car (new);1333;<100 DM;unemployed;4;male:single;none;3;2;real estate;43;8,6;none;for free;2;skilled employee / official;2;none;yes
german;387;2011;0;no checking account;18;existing credits paid back duly till now;radio/télévision;1126;no savings account;<1 years;4;female:divorced/separated/married;none;3;2;real estate;21;47,5;none;rent;1;skilled employee / official;1;yes;yes
german;782;2013;0;no checking account;24;critical account;car (new);1940;>= 1000 DM;>=7 years;4;male:single;none;;4;real estate;60;14,2;none;own;1;skilled employee / official;1;yes;yes
german;370;2011;0;0 <= <200 DM;18;existing credits paid back duly till now;furniture/equipment;3001;<100 DM;4<= <7 years;2;female:divorced/separated/married;none;1;4;real estate;40;6,2;none;rent;1;skilled employee / official;1;none;yes
german;309;2011;1;0 <= <200 DM;8;existing credits paid back duly till now;furniture/equipment;1237;<100 DM;1<= < 4 years;3;female:divorced/separated/married;none;3;4;real estate;24;86,1;none;own;1;skilled employee / official;1;none;yes
german;767;2013;1;<0 DM;30;existing credits paid back duly till now;furniture/equipment;3108;<100 DM;<1 years;2;male:divorced/separated;none;;4;savings agreement/life insurance;31;84;none;own;1;unskilled - resident;1;none;yes
german;415;2012;1;<0 DM;24;existing credits paid back duly till now;car (new);1381;no savings account;1<= < 4 years;4;female:divorced/separated/married;none;1;2;savings agreement/life insurance;35;50,7;none;own;1;skilled employee / official;1;none;yes
german;729;2013;1;0 <= <200 DM;48;all credits at this bank paid back duly;business;6416;<100 DM;>=7 years;4;female:divorced/separated/married;none;;3;unknown / no property;59;90,6;none;rent;1;skilled employee / official;1;none;yes
german;948;2014;0;no checking account;12;existing credits paid back duly till now;car (new);2859;no savings account;unemployed;4;male:single;none;;4;unknown / no property;38;13;none;own;1;management/ highly qualified employee;1;yes;yes
german;22;2010;0;<0 DM;6;existing credits paid back duly till now;radio/télévision;2647;500 <= < 1000 DM;1<= < 4 years;2;male:single;none;1;3;real estate;44;13,8;none;rent;1;skilled employee / official;2;none;yes
